title,description,employer,link,tags,source,date,locations
کارمند اداری - خانم,ما در واحد فروش پیام گستر به دنبال یک کارمند اداری هستیم که به صورت بلند مدت در محیطی جوان ، شاداب و پویا با هم همکاری کنیم. اعضای تیم ما برای رشد و بهبود بسیار مشتاقند.اگر شما هم به دنبال رشد و بهتر شدن هستید و از کار کردن با افراد لذت می برید همراه خوبی برای تیم ما خواهید بود.شرح وظایف و مسئولیت ها:دارای قدرت بیان خوبدارای روحیه کار تیمیعلاقمند به ارتباط تلفنی با مشتریاندارای روحیه آینده نگری و رشد مسیر شغلیمهارت های زیر مزیت محسوب میشودآشنایی با نرم افزارهای CRMمحل کار شهرک غرب با فاصله 10 دقیقه ای تا مترو دادمان,شرکت تجارت الکترونیک اول,https://jobvision.ir/jobs/736708/استخدام-کارمند-اداری---خانم?row=644&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک غرب
کارشناس مرکز عملیات امنیت (SOC),توانایی ها:مسلط به اسپلانکآشنا با حملات و آسیب پذیری هاآشنا با MITRE ATT&CKآشنا با امنیت زیرساختآشنا با امنیت نرم افزارمسئولیت‌ها:توانایی حل مسئله و تببین آنمستندسازی و برنامه ریزی دقیقمسئولیت پذیری بالا و علاقه مند به همکاری در کارگروهی,شرکت بهپرداز جهان,https://jobvision.ir/jobs/735975/استخدام-کارشناس-مرکز-عملیات-امنیت-soc?row=645&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، ونک
کارشناس جذب و استخدام,شرایط احرازتحصیلات: کارشناسی/ کارشناسی ارشد یکی از رشته‌های مدیریت بازرگانی و کسب و کار/ علوم اجتماعی و روانشناسی/ علوم تربیتی/ جامعه‌شناسیآشنایی با نرم افزار Officeداشتن کارت پایان خدمت یا معافیت غیر پزشکی الزامیستشرح شغلایجاد انواع آگهی شغلی و اطلاع رسانی فرصت‌های شغلی به متقاضیان برون سازمانی و درون سازمانیبررسی و غربال رزومه‌های دریافتی بر اساس شرایط احرازبرگزاری مصاحبه بر مبنای شایستگیاجرای آزمون‌های تخصصی مرتبط با شغلرفرنس چک و بررسی تأیید صلاحیت متقاضی از مدیران قبلیارائه‌ی نامه پیشنهاد شغلی به متقاضی منتخباطلاع رسانی نتیجه مصاحبه به متقاضیان رد شدهانجام هماهنگی‌های لازم با واحد امور کارکنان جهت تکمیل مدارک استخدامی کاندیدای منتخبسنجش میزان رضایت متقاضیان، مدیران و افراد استخدام شده از فرآیند جذب و استخدامثبت اطلاعات در سیستم اتوماسیون داخلیهماهنگی و پیگیری های لازم مرتبط با فرآیند جذب و استخدام با مدیران مربوطهتهیه انواع گزارشات تحلیلی مدیریتی در حوزه جذب و استخدامانجام مصاحبه خروجشناسایی سرمایه‌های انسانی شایسته برون سازمانی و ایجاد شبکه کاری با ایشان به منظور ایجاد فرصت همکاریمزایا: (بیمه تکمیلی، پزشک و روانشناس سازمانی، سرویس رفت و برگشت، وعده غذایی ناهار، وام)محل فعالیت: جاده قدیم کرج تهران- جاده تهران شهریار,گروه سولیکو-کاله,https://jobvision.ir/jobs/736176/استخدام-کارشناس-جذب-و-استخدام?row=646&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,شهریار
کارشناس تدارکات داخلی,وظایف تخصصی:نظارت بر تهیه پذیرایی انواع نوشیدنی های گرم و سرد و نظارت بر اجرای پذیرایی هنگام برگزاری جلسات و نظارت بر پذیرایی از مدیران،کارکنان و مهمانان در طول روز.پایش نظافت ساختمان بصورت روزانه.کنترل نظافت محیطی شامل گردگیری، جارو کردن و کشیدن تی، نظافت میزها، کمدها، پارتیشن ها، سقف اتاق ها ، تابلوها و شیشه‌های محل کار و نظافت راهروها و راه‌پله های ساختمان.کنترل وضعیت کارت بهداشت نیروهای خدمات و پیگیری تمدید آن.نظارت بر جابجایی اثاثیه و ابزارهای مورد نیاز پرسنل.نظارت بر کمک به برگزاری و همچنین حمل میز و صندلی ها در صورت مهمانی، مراسم و یا جشن‌هانظارت بر نصب برگه ها یا برچسب ها برای اطلاع‌رسانی دیگران.ثبت و پیگیری نیازها و سفارشات داخلی.انجام سایر امور محوله از سوی مقام مافوق ( مدیر داخلی )هماهنگی با تاسیسات جهت انجام امور محوله.شایستگی های تخصصی :اصول پذیرایی و تشریفاتروابط عمومیاصول HSE,شرکت انتقال داده های آسیاتک,https://jobvision.ir/jobs/733723/استخدام-کارشناس-تدارکات-داخلی?row=647&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، عباس آباد (بهشتی)
کارشناس NOC مرکز داده - آقا,وظایف کلیدی :بررسی صحت عملکرد تجهیزات شیکه مرکز دادههمگام بودن با اطلاعات سیستم ها، تغییرات و به روزرسانی هاعیب یابی مشکلات سیستم، شبکه و تشخیص آنهاپایش گراف های مرتبط با مرکز داده و مشترکین مرکز دادهاطلاع رسانی مشکلات و یا قطعی های احتمالی به واحد های مربوطه و یا مشترکشایستگی های کلیدی :توانمند بر مفاهیم CCNAآشنایی با CCNP توانمد در پشتیبانی، عیب یابی و رفع مشکلات شبکهآشنایی با Lpic 1آشنایی با تجهیزات سیسکو (نکسوس)ساعت کاری به صورت شیفتی 12/36 می باشدمحل کار: برج میلاد,شرکت انتقال داده های آسیاتک,https://jobvision.ir/jobs/735982/استخدام-کارشناس-noc-مرکز-داده---آقا?row=648&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، گیشا
کارشناس ارشد برنامه ریزی و کنترل پروژه,همکاری در تدوین برنامه های پروژه مطابق فرمت های تعیین شدهاجرای استانداردها، چارچوب ها، الگوها و روش های مدیریت برنامه ریزی و مدیریت پروژه در سازماننظارت، پیگیری و ارزیابی تغییرات، پیشرفت و زمانبندی پروژه هاتهیه، تحلیل و ارائه گزارشات تصویری، جداول و نمودارهای کنترلی در خصوص آخرین وضعیت پروژه هاپیگیری گزارشات پیشرفت پروژه ها از مدیران پروژه های راهبردیبرگزاری جلسات دوره ای با مدیران مرتبط و تیم پروژه، همکاری در تدوین مستندات و کنترل ثبت گزارش پیشرفتبروزرسانی برنامه زمانبندی پروژه هاثبت و پیگیری مشکلات پروژه ها، ارائه راه حل و تعریف پروژه های بهبوداقدام برای آموزش های لازم جهت آشنایی با استانداردها و ابزارهای مرتبط با مدیریت پروژه ها در سازمانتهیه روند مدیریت دانش از طریق تحلیل و مدیریت تجربیات حاصل از پروژه ها,گروه سولیکو-کاله,https://jobvision.ir/jobs/736134/استخدام-کارشناس-ارشد-برنامه-ریزی-و-کنترل-پروژه?row=649&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، آذربایجان
کارشناس برنامه ریزی و کنترل پروژه,همکاری در تدوین برنامه های پروژه مطابق فرمت های تعیین شدهاجرای استانداردها، چارچوب ها، الگوها و روش های مدیریت برنامه ریزی و مدیریت پروژه در سازماننظارت، پیگیری و ارزیابی تغییرات، پیشرفت و زمانبندی پروژه هاتهیه، تحلیل و ارائه گزارشات تصویری، جداول و نمودارهای کنترلی در خصوص آخرین وضعیت پروژه هاپیگیری گزارشات پیشرفت پروژه ها از مدیران پروژه های راهبردیبرگزاری جلسات دوره ای با مدیران مرتبط و تیم پروژه، همکاری در تدوین مستندات و کنترل ثبت گزارش پیشرفتبروزرسانی برنامه زمانبندی پروژه هاثبت و پیگیری مشکلات پروژه ها، ارائه راه حل و تعریف پروژه های بهبوداقدام برای آموزش های لازم جهت آشنایی با استانداردها و ابزارهای مرتبط با مدیریت پروژه ها در سازمانتهیه روند مدیریت دانش از طریق تحلیل و مدیریت تجربیات حاصل از پروژه ها,گروه سولیکو-کاله,https://jobvision.ir/jobs/736128/استخدام-کارشناس-برنامه-ریزی-و-کنترل-پروژه?row=650&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، استاد معین
کارشناس سئو,مهارت ها:داشتن این مهارت ها برای ما خیلی مهمه:مسلط به اصول سئو و آخرین آپدیت های گوگل؛مسلط به On Page SEO ، Off Page SEO و کلیه موارد مهم در تکنیکال سئو؛مسلط به اصول تولید و بهینه سازی محتوا؛مسلط به اصول نگارش و انتشار ریپورتاژ آگهی؛مسلط به ابزار های مهم سئو از قبیل: Search Console، Google Analytics، MOZ، SEMrush و سایر موارد مهم.مسلط به اصول تحقیق کلمات کلیدی و ابزارهای مرتبط با آن از قبیل: Google Keyword، KWfinder، Keyword Tool، Keyword Planner و سایر موارد مهم.توانایی تحلیل رقبا و تهیه گزارشات تحلیلیآشنایی با مفاهبم و اصول دیجیتال مارکتینگشایستگی های عمومی:مسئولیت پذیری بالاتوان تصمیم گیری بالادارای روحیه کار تیمیقدرت سرپرستی بالانظم در انجام کارهاتوان برنامه ریزی بالادقت و پیگیری بالاوظایف:هماهنگی دائمی با مشاور سئوی یونی لند از جهت اجرای استراتژی ها؛تهیه چک لیست سئو؛تحقیق و بررسی برای کیورد های سئو جهت تولید محتواتعیین هدف های قابل اندازه گیری جهت افزایش ترافیک در قسمت های مختلف سایت؛بهینه سازی و به روزرسانی محتوا در سایت، لینک سازی ها و ارائه نقشه دقیق صفحات پیلار و کلاستر (به کمک مدیریت)؛بررسی و اصلاح روتینگ (ساختار URL های سایت)؛لینک سازی های داخلی؛بررسی انواع خطاهای موجود در سرچ کنسول و ارائه گزارشی جهت رفع این خطاها؛هماهنگی اقدامات با مدیرفنی سایت از جهت افزایش سرعت سایت و حل مشکلات احتمالی؛پیشنهادات از جهت خرید ریپورتاژ آگهی؛مستندسازی نقطه شروع و پایان هر فاز در بهینه سازی ها؛ارائه گزارشات طبق اصول مدون شرکت (عملکرد و رتبه ها)؛ارتباط مستمر با تیم های مختلف سازمان، تولید محتوا، بازاریابی، فروش، تیم فنی و همین طور شبکه های اجتماعی؛اجرای گوگل اد مطابق خواست مدیریت مجموعه در زمان های تعریف شده طی سال.امتیاز مثبت:شرکت ما در زمینه مهاجرت تحصیلی فعال هست، به همین منظور داشتن سابقه کاری در سئوی وبسایت های آموزشی (کنکور و دبیرستان و دانشگاهی) و همین طور وبسایت های مهاجرتی امتیاز مثبت تلقی خواهد شد.فضای کار:فضای کاری شرکت ما برای همکاران به گونه ای طراحی شده که در صورت نیاز به دیدن آموزش های مختلف به ایشان در این زمینه فضای کافی داده میشه و کمک خواهیم کرد تا دائما کارشناس بخش مربوطه توانمندتر شود.ما بر این باور هستیم که همکاران ما در محیط ما توانمندتر و با تجربه تر خواهند شد، برای حصول این هدف مدیریت مجموعه از هیچ تلاشی فروگذار نخواهد کرد.بر این اساس ما به شما قول خواهیم داد که:محیط کاری پویا و شادابی برای شما فراهم کنیم؛تا حد توان در ساعات کاری انعطاف داشته باشیم؛تا حد توان دوره های آموزشی مناسب برای رشد و پیشرفت شما تهیه کنیم؛وظایف را منصفانه بین همکارانمان تقسیم کنیم؛و به ساعات غیرکاری شما نهایت احترام را بگذاریم.ضمنا در ازای عملکرد ایده آل پاداش مطابق با عمل صورت گرفته حتما در نظر گرفته خواهد شد.,یونی لند,https://jobvision.ir/jobs/735710/استخدام-کارشناس-سئو?row=651&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، کریمخان زند
مهندس فروش,آشنایی کامل و داشتن تجربه لازم حداقل 5 سال با فرآیندهای فروش در شرکتهای پتروشیمی، معدن و صنایع فولادیتسلط کامل به روند مناقصات و قراردادهای شرکت های فوق الذکر در زمینه ماشین آلات و تجهیزات صنعتیشناخت مشتریان و کارفرمایان صنایع فوق الذکر و توانمندی ایجاد ارتباط با آنانجستجو، مذاکره و هماهنگی جهت برگزاری جلسات با مشتریان بالقوه در صنایع فوق الذکرپیگیری و نظارت برای عضویت در وندور شرکت های جدیدمدیریت پیشنهادات ورودی، مشارکت در تهیه پیشنهاد فنی، مهندسی و مالیشناسایی مناقصات مرتبط با محصولات و خدمات سازمان و اعلام آن به مدیریت جهت آماده سازی اسناد مناقصهتجربه و توانایی جمع آوری مدارک برای مناقصاتآشنایی به فرآیند پروژه های EPCپیگیری و انجام کلیه امور در چارچوب دستورالعمل هاتوانایی تهیه گزارش به مدیر فروش در مورد پیشنهادات ورودیتوانایی تهیه و ارائه گزارش های پیشنهادات ورودی، توسعه بازار و برنامه ریزی جهت پیگیری و نظارت بر ارجاعات میان واحد فروش با تیم فنیهماهنگی های لازم برای انجام به موقع و یا تمدید زمان ارائه پیشنهادات با کارفرما,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726809/استخدام-مهندس-فروش?row=652&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
مسئول فنی (صنایع غذایی),دارای سابقه کاری در کارخانه های تولید مواد غذاییمسلط به قوانین و مقررات سازمان غذا و داروآشنایی با سامانه های مرتبط با ادارات و سازمانهای دولتی در ارتباط با تولید محصول، IRC، TTACبرقراری ارتباط موثر بین سازمان غذا و دارو و شرکتنظارت بر تولید و بسته بندی محصولات مطابق با الزامات پروانهپیگیری و اخذ مجوز های لازم قبل و حین تولید محصولات از غذا و دارو، استاندارد، بهداشت و محیط زیستبررسی تامین کنندگان بر اساس کیفیت مواد اولیهنظارت بر شرایط فنی و بهداشتی سالن تولید، بسته بندی، انبارهامسلط به مستند سازی فرآیندها و مهارتهای گزارش نویسیآشنایی کامل با مستندات(فنی) مورد تائید سازمان غذا و داروآشنایی کامل با الزامات gmp در بازرسی های دوره ای از شرکتآشنایی با خطوط تولید محصولات غذایی و توانایی تحقیق در زمینه های نوین صنایع غذاییپیگیری مستمر فعالیت ها تا حصول نتیجهتوانایی جستجو در منابع علمی معتبرشرایط احراز :- تسلط بر استاندارها و پیاده سازی آن در سازمان- تسلط بر الزامات صنایع غذایی- ارتباط موثر- مهارت کار تیمی- مهارت حل مسئله,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726818/استخدام-مسئول-فنی-صنایع-غذایی?row=653&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
مسئول بازرگانی خارجی,شرایط احراز شغلهماهنگی و رسیدگی به کلیه امور بازرگانی بین المللی از قبیل اخذ سفارش، مکاتبه، نظارت بر فرآیند سفارشات با تامین کنندگانی از جمله؛ پرداخت، حمل و نقل، ثبت تجاری، پیگیری حمل و نقل، دریافت بازخورد و همچنین گزارش های بالادستی و غیره.مسلط به امور تخصیص ارزامکان مراجعه به وزارتخانه ها (صمت، بازرسی ، استاندارد و دریافت مجوزهای لازم جهت واردات یا صادرات کالاها).متخصص بازرگانی خارجی در رویه صادرات و وارداتکنترل و پیگیری کلیه فعالیت های واحد بازرگانی از جمله مذاکره، اخذ قیمت، مالی، بانکی، ثبت سفارش، حمل و نقل گمرکی.تهیه، نظارت و کنترل دقیق بر اسناد حمل از قبیل اینویس، بارنامه، پکینگ لیست و گواهی مبدامسلط به قوانین گمرکی، واردات، حمل و تغییرات آنها.انجام مذاکرات با تامین کنندگان در مورد کیفیت و قیمت و روش های پرداختارائه گزارش های منظم در خصوص لیست سفارشات و پیگیری روزانه آنها.رسیدگی به ثبت سفارشات و بایگانی مربوطهمتعهد به سیاست های شرکت.شناسایی و تحلیل بازارهای هدف صادراتی و توسعه آنشناسایی مشتریان در بازارهای هدف صادراتی و تعامل و مذاکره با آن هابررسی میدانی و رصد مستمر بازارهای صادراتیالزامات متقاضیان باید:- مسلط به زبان انگلیسی- مدرک دانشگاهی الزامی است.- تسلط خوبی به مهارت های کامپیوتری- منضبط، کوشا، کار گروهی- لیسانس/کارشناسی ارشد مدیریت بازرگانی امتیاز محسوب می شودحداقل 5سال سابقه کار مرتبط- آشنا به آخرین مقررات اینکوترمز و صادرات,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726858/استخدام-مسئول-بازرگانی-خارجی?row=654&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
کارشناس فروش,آشنا به اصول فروش و بازاریابیروابط عمومی بالا و فن بیان قویآشنایی به سیستم مدیریت ارتباط با مشتری CRMایده پرداز و خلاق در امر جذب مشتریتوانایی مذاکره و متقاعد سازی و فروش محصول و خدماتکار تیمی و روحیه مشارکت در فعالیت های بهبود سازمانتوانایی حل مسئلهدارای مدرک دانشگاهی در رشته های فنی و مهندسی ، مدیریت و بازرگانیآشنایی به زبان انگلیسیامکان سفر به شهرستان5 سال سابقه کار مرتبط,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726796/استخدام-کارشناس-فروش?row=655&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
کارشناس حسابداری مالی,آشنا به قوانین مالیات، بیمه، گزارش فصلی و ارزش افزودهمسلط به ثبت اسناد مالی و مغایرت گیریتسلط به امور حسابداری خزانه و بانکدارینگهداری مدارک مربوطهتهیه گزارش مالیتهیه گزارشات ورودی و خروجیتهیه گزارشات دوره ایآشنایی کامل با محاسبه حقوق و دستمزد (بیمه، مالیات،...)آشنا به مفاهیم حسابداری و ماهیت حساب هاآشنا به وصول مطالباتانجام امور عمومی حسابداریآشنایی کامل با نرم افزار حسابداری سپیدار,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/736591/استخدام-کارشناس-حسابداری-مالی?row=656&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,ابیک
کارشناس تولید محتوا,نیمه وقت     امکان دورکاری    ساعت کاری منعطف     مبلغ ماهانه: توافقی   امکان حضور در دفتر (درصورت لزوم) و امکان سفرهای کاری احتمالی    سابقه کار در گروه شغلی مشابه (ارائه حتمی نمونه کارهای قوی در اینستاگرام بصورت لینک یا پورتفولیو ، با احترام رزومه بدون نمونه کار مشاهده نخواهد شد)نرم افزارها:مسلط به نرم افزارهای ساخت موشن گرافی ، پریمیر،  افترافکت، فلشمسلط به نرم افزارهای ویرایش تصویر فتوشاپ، ایلاستریتور و ...شرح کلی وظایف:ما در تیم صنایع غذایی دردانه ، به یک کارشناس خلاق تولید محتوای اینستاگرام نیاز داریم تا در فضایی دوستانه و پرانرژی همکاری خوب و موثری با هم داشته باشیم . فضای تیم دردانه پویا و صمیمی است و داشتن نظم و تعهد کاری، برای تیم بسیار مهم است.تولید محتوای متنی، صوتی، ویدیویی، تصویری، گرافیکی، ریلز و استوری موشن دوبعدی / سه بعدی ، متناسب با هر پلتفرم انتشار (سایت، شبکه‌های اجتماعی و ...)مسئولیت‌ها، شایستگی ها (دانش ومهارت):·     تسلط کامل بر روش های نوین تصویربرداری، عکاسی، کار با دوربین و تجهیزات فرعی و تدوین·     تسلط کامل بر نوشتن تایم تیبل (تقویم محتوایی) و نظم در زمان بندی ایونت ها·     وقت شناس و انجام کار در ساعات کاری·     شناخت موسیقی جهت تولید ریلز و استوری·     ابتکار، ایده‌پردازی و خلاقیت در زمینه تولید محتوا·     مهارت های ارتباطاتی قوی و توان حل مسائل احتمالی·     دارای نگرش هنری و آشنا به مفاهیم برندینگ ، تبلیغات و مارکتینگ·     داشتن روحیه کار تیمی و انفرادی بطور موازی·     آشنا به قوانین کپی رایت و قوانین اینستاگرام·     دقیق، منظم، خودجوش، پویا، مسئولیت پذیر و پیگیر تا زمان حصول نتیجه·     آشنا به تایپوگرافی و ترکیب بندی تصویر و نوشتار در صفحه·     مسلط به جستجوی محتوای بروز در سایت‌های انگلیسی و فارسی·     رصد و بروزرسانی اطلاعات صنایع غذایی (به ویژه در زمینه روغن های خوراکی)·     رعایت اصول و قواعد نگارشی و درست نویسی در فرآیند تولید محتوا )شامل املای کلمات،نیم‌فاصله، ، علایم نگارشی و ...)·     آگاه از روشهای جذب فالوور واقعی و مسلط به الگوریتم های اینستاگرام، استفاده از تکنیک های نوین افزایش لایک، استفاده از راهکارهای برای افزایش بازدید ویدیوها·     پاسخگویی صحیح و سریع شامل: پاسخ به پیام‌های دایرکت‌، پاسخ به کامنت‌ها، پاسخ به واکنش‌های استوری,صنایع غذایی دردانه آترا,https://jobvision.ir/jobs/734748/استخدام-کارشناس-تولید-محتوا?row=657&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک غرب
مدیر خلاقیت,شرح مهارت‌ها:خلاق و توانا در کپی رایتینگمسلط به نوشتن سناریوهای تبلیغاتیدارای توانایی مدیریت تیم ایده پردازیمسلط به روش ها و تکنیک های ایده پردازی گروهیارائه مسیرهای خلاقانه تبلیغاتی و طراحی شعارها و ویژوال هابرگزاری جلسه‌های طوفان فکری با تیم خلاق و مدیریت جلسات و ارائه خروجی از این جلساتتدوین کانسپت، ایده و استراتژی خلاقانه کمپین‌های تبلیغاتی کوچک و بزرگ ATL ،BTL ،TTL.تسلط بر سبک‌های مختلف طراحی گرافیک، تصویرسازی، تدوین، موشن گرافی و طراحی دیجیتالهمکاری با بخش‌های بازاریابی در تدوین برنامه‌های بازاریابی و تجزیه‌وتحلیل نتایج و شناسایی فرصت‌هاآشنایی با مدیا های مختلف (سوشیال مدیا و وبسایت) و تولید محتوا در این مدیا و همچنین رسانه های سنتیشایستگی‌ها:علاقه مند به یادگیری و توسعه فردیتوانایی کار تیمی و مسئولیت پذیریعلاقه مند به حل چالش‌های جدیدعلاقه به یادگیری و بروز بودنروحیه تسهیل‌گرمنظم و دقیق,هلدینگ بان,https://jobvision.ir/jobs/735272/استخدام-مدیر-خلاقیت?row=658&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، انقلاب
نماینده علمی (مدرپ),زمینه فعالیت: مکمل های دارویی و غذایی .ویزیت علمی پزشکان متخصص .ویزیت و ثبت سفارش از داروخانه ها .تهیه و ارائه گزارشات هفتگی و ماهانه .بررسی و گزارش شرایط فروش رقبا در مارکت .دارای روحیه بالای همکاری در تیم .مشارکت در برگزاری برنامه های علمی و حضور در سمینارها و کنگره ها .تسلط و شناخت فیلد آنکولوژی و گاینوکولوژی و اطفال مزیت محسوب می گردد .توانایی انجام سفرهای کاری زمینی و هوایی (1 الی 5 روز در ماه) .تهران / کرج / مشهد / شیراز / تبریز الویت می باشد .,شرکت امید دارو سلامت,https://jobvision.ir/jobs/735689/استخدام-نماینده-علمی-مدرپ?row=659&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، جنت آباد
اکانت منیجر,ایجاد و حفظ روابط با سایر بخش‌های سازمان (بیزنس، فروش، ترید و...) و برقراری ارتباط با آن‌ها در مورد پیشرفت و نتایج کمپین‌هامدیریت اجرای کمپین‌های مارکتینگی با تفویض وظایف به تیم‌های متقابلارائه‌ی گزارش‌های پس از کمپین به مدیر مارکتینگ، از جمله اینسایت‌های مبتنی بر دیتا، توصیه هایی برای بهبود نحوه‌ی اجرای کمپین‌ها و...همکاری با سایر بخش‌ها برای تعریف برنامه‌های کمپین‌های مارکتینگ و اطمینان از همسویی آن‌ها جهت رسیدن به نتایج مطلوبتجزیه و تحلیل عملکرد کمپیناجرای پروژه مطابق با برنامه زمانی و هزینه‌های پیش بینی شدهحل و فصل مسائل و مشکلات احتمالی اجرای پروژه‌هاحصول اطمینان از تحویل به موقع و موفقیت آمیز پروژه‌ها با توجه به نیازها و اهداف مشتریانارائه گزارش پیشرفت پروژه‌ها در بازه‌های زمانی معین به ذینفعان پروژه,هلدینگ بان,https://jobvision.ir/jobs/733458/استخدام-اکانت-منیجر?row=660&pageSize=30&searchId=384999777446226595&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، انقلاب
مسئول فنی (صنایع غذایی),دارای سابقه کاری در کارخانه های تولید مواد غذاییمسلط به قوانین و مقررات سازمان غذا و داروآشنایی با سامانه های مرتبط با ادارات و سازمانهای دولتی در ارتباط با تولید محصول، IRC، TTACبرقراری ارتباط موثر بین سازمان غذا و دارو و شرکتنظارت بر تولید و بسته بندی محصولات مطابق با الزامات پروانهپیگیری و اخذ مجوز های لازم قبل و حین تولید محصولات از غذا و دارو، استاندارد، بهداشت و محیط زیستبررسی تامین کنندگان بر اساس کیفیت مواد اولیهنظارت بر شرایط فنی و بهداشتی سالن تولید، بسته بندی، انبارهامسلط به مستند سازی فرآیندها و مهارتهای گزارش نویسیآشنایی کامل با مستندات(فنی) مورد تائید سازمان غذا و داروآشنایی کامل با الزامات gmp در بازرسی های دوره ای از شرکتآشنایی با خطوط تولید محصولات غذایی و توانایی تحقیق در زمینه های نوین صنایع غذاییپیگیری مستمر فعالیت ها تا حصول نتیجهتوانایی جستجو در منابع علمی معتبرشرایط احراز :- تسلط بر استاندارها و پیاده سازی آن در سازمان- تسلط بر الزامات صنایع غذایی- ارتباط موثر- مهارت کار تیمی- مهارت حل مسئله,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726818/استخدام-مسئول-فنی-صنایع-غذایی?row=661&pageSize=30&searchId=384999782941950968&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
مسئول بازرگانی خارجی,شرایط احراز شغلهماهنگی و رسیدگی به کلیه امور بازرگانی بین المللی از قبیل اخذ سفارش، مکاتبه، نظارت بر فرآیند سفارشات با تامین کنندگانی از جمله؛ پرداخت، حمل و نقل، ثبت تجاری، پیگیری حمل و نقل، دریافت بازخورد و همچنین گزارش های بالادستی و غیره.مسلط به امور تخصیص ارزامکان مراجعه به وزارتخانه ها (صمت، بازرسی ، استاندارد و دریافت مجوزهای لازم جهت واردات یا صادرات کالاها).متخصص بازرگانی خارجی در رویه صادرات و وارداتکنترل و پیگیری کلیه فعالیت های واحد بازرگانی از جمله مذاکره، اخذ قیمت، مالی، بانکی، ثبت سفارش، حمل و نقل گمرکی.تهیه، نظارت و کنترل دقیق بر اسناد حمل از قبیل اینویس، بارنامه، پکینگ لیست و گواهی مبدامسلط به قوانین گمرکی، واردات، حمل و تغییرات آنها.انجام مذاکرات با تامین کنندگان در مورد کیفیت و قیمت و روش های پرداختارائه گزارش های منظم در خصوص لیست سفارشات و پیگیری روزانه آنها.رسیدگی به ثبت سفارشات و بایگانی مربوطهمتعهد به سیاست های شرکت.شناسایی و تحلیل بازارهای هدف صادراتی و توسعه آنشناسایی مشتریان در بازارهای هدف صادراتی و تعامل و مذاکره با آن هابررسی میدانی و رصد مستمر بازارهای صادراتیالزامات متقاضیان باید:- مسلط به زبان انگلیسی- مدرک دانشگاهی الزامی است.- تسلط خوبی به مهارت های کامپیوتری- منضبط، کوشا، کار گروهی- لیسانس/کارشناسی ارشد مدیریت بازرگانی امتیاز محسوب می شودحداقل 5سال سابقه کار مرتبط- آشنا به آخرین مقررات اینکوترمز و صادرات,بین المللی تولیدی و پیمانکاری پارس ترک سیلو,https://jobvision.ir/jobs/726858/استخدام-مسئول-بازرگانی-خارجی?row=662&pageSize=30&searchId=384999782941950968&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، محمودیه
