title,description,employer,link,tags,source,date,locations
استخدام کارشناس فروش و توسعه,"در شعب تهران کارگزاری آگاه نیاز به فردی با عنوانکارشناس فروشداریم تا با توانمندی‌ها و تجربیاتی که کسب کرده، برای رسیدن به اهداف تیم همراهی‌مان کند.شرح وظایف و مسئولیت ها:

شناسایی بازار هدف و مشتریان بالقوه
ارائه مشاوره در مورد انواع محصولات و خدمات مالی
حفظ ارتباط موثر با مشتریان جهت افزایش رضایتمندی و نگهداشت مشتریان
برگزاری و شرکت در جلسات جهت ارائه گزارشات و بازخورد به صورت مستمر 
ارتباط با مشتریان جهت معرفی خدمات / محصولات سازمان و پیگیری تا حصول نتیجه",کارگزاری آگاه,https://karboom.io/jobs/wkzqlx/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%AA%D9%88%D8%B3%D8%B9%D9%87,,karboom,امروز,مهاباد
استخدام نماینده علمی (مدرپ),معرفی محصولات به پزشکان با مراجعه به مطب ها، بیمارستان ها و دارو خانه هاارائه گزارشات هفتگی و ماهانه - تهیه بازخورد بازار و ارائه گزارش به مدیریت,هیتکو,https://karboom.io/jobs/wpmgdq/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D9%85%D8%AF%D8%B1%D9%BE,,karboom,امروز,تبریز
استخدام کارشناس شبکه و امنیت,"تهیه لیست اقلام تجهیزات شبکه و امنیت شبکه
نصب، راه اندازی و توسعه تجهیزات و پلتفرم های شبکه و امنیت شبکه
پشتیبانی، عیب یابی و رفع ایرادات تجهیزات و پلتفرم های شبکه و امنیت شبکه
تجزیه و تحلیل جریان های ترافیکی شبکه و ارتباطات
مستند سازی شبکه از قبیل تهیه مستند وضعیت موجود و ترسیم دیاگرام ها
تهیه گزارشات از وضعیت زیرساخت شبکه از دیدگاه امنیتی
مطالعه و پیاده سازی راهکار های جدید در حوزه زیرساخت و یا بهبود شرایط زیرساخت فعلی
برقراری امنیت زیرساخت شبکه با بهره گیری از ابزار ها و راهکار های نوین
همکاری موثر برای ارائه بهترین محصولات و خدمات مطابق با چشم انداز و ماموریت های شرکت·",افق داده ها ایرانیان,https://karboom.io/jobs/reallp/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B4%D8%A8%DA%A9%D9%87-%D9%88-%D8%A7%D9%85%D9%86%DB%8C%D8%AA,,karboom,امروز,تهران
استخدام کارشناس تولید محتوا,"مطالعه، استخراج و خلق محتوای مناسب از منابع و موضوعات مشخص شده برای شبکه های اجتماعی
نگارش و ویرایش محتوا (عکس، ویدئو، متن) با توجه به تقویم محتوایی مجموعه برای وب سایت
ارائه گزارش هفتگی و ماهیانه از عملکرد
تحقیق در زمینه‌های مرتبط با صنعت
تهیه پیش‌نویس‌های ساختاری خوب با استفاده از پلتفرم‌های انتشار دیجیتال
نوشتن محتوای بازاریابی و تبلیغاتی، به‌منظور تبلیغ شرکت و محصولات
ویرایش محتواهای نوشته‌شده پیش از انتشارشان
نوشتن محتوا در شبکه‌های اجتماعی و نظارت و پیگیری بازخوردهای آن، مانند کامنت و اشتراک‌گذاری
همکاری و هماهنگی با تیم فنی و بازاریابی برای تهیه و اصلاح محتواها",افق داده ها ایرانیان,https://karboom.io/jobs/wkzqqx/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D9%85%D8%AD%D8%AA%D9%88%D8%A7,,karboom,امروز,تهران
استخدام کارشناس سرور و ذخیره سازی,"تهیه لیست اقلام تجهیزات سرور،‌ ذخیره ساز، SAN Switch و ابزارهای پشتیبان گیری
نصب، راه اندازی و توسعه زیرساخت مجازی مبتنی بر VMware ، Hyper-V
پشتیبانی، رفع ایرادات و مستند سازی زیرساخت مجازی مبتنی بر VMware ، Hyper-V
نصب، راه اندازی و توسعه زیرساخت ذخیره سازها و SAN Switch
پشتیبانی، رفع ایرادات و مستند سازی زیرساخت ذخیره سازها و SAN Switch
نصب، راه اندازی و توسعه راهکارهای پشتیبان گیری داده
پشتیبانی، رفع ایرادات و مستند سازی راهکارهای پشتیبان گیری داده
بررسی وضعیت فایل های پشتیبان و در صورت نیاز بازگردانی داده ها یا اجرای مانور (با ابزارهای پشتیبان گیری مانند Veeam, Backup exec)",افق داده ها ایرانیان,https://karboom.io/jobs/wybmma/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B3%D8%B1%D9%88%D8%B1-%D9%88-%D8%B0%D8%AE%DB%8C%D8%B1%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C,,karboom,امروز,تهران
استخدام کارشناس فروش,"ارتباط تلفنی با مشتریان
دریافت نیاز و و ارائه پروپوزال مناسب
جذب مشتریان به جلسه حضوری
پیگیری مراحل کار تا عقد قرارداد
نظارت بر مراحل اجرای کار",کانون ایران نوین,https://karboom.io/jobs/raavda/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4,,karboom,امروز,تهران
استخدام کارشناس مسئولیت اجتماعی,"در تیم سرمایه انسانی آگاه نیاز به فردی با عنوان کارشناس مسئولیت اجتماعیداریم تا با تجربیاتی که کسب کرده، برای رسیدن به اهداف سازمان همراهی مان کند.مسئولیت ها:

ارتباط با انجمن ها، سازمان ها وNGO ها
هماهنگی، اجرا و ارزیابی پروژه های مسئولیت اجتماعی
تهیه گزارشات فصلی و سالانه از روند پروژه و خروجی ها
پیگیری درخواست های مشارکت و برنامه های حمایت مالی",کارگزاری آگاه,https://karboom.io/jobs/wogkqk/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%85%D8%B3%D8%A6%D9%88%D9%84%DB%8C%D8%AA-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,,karboom,امروز,تهران
استخدام مسئول دفتر,"یک شرکت فعال در زمینه تجهیزات پزشکی جهت تکمیل کادر اداری خود از میان فارغ التحصیلان دانشگاه های معتبر نیروی جوان و کارآمد استخدام می کند.
متقاضیان خانمی که دارای روحیه کار گروهی و روابط عمومی بالا و مسلط به نرم افزار آفیس، توانایی مکالمه و پاسخگویی تلفنی به زبان انگلیسی و تایپ بوده جهت امور اداری می توانند رزومه خود را ارسال نمایند.بازه سنی:بین 22 تا 35ساعات کاری:شنبه تا چهارشنبه : 8 الی 16پنج شنبه ها: 8 الی 12:30آدرس: میدان آرژانتین- خیابان الوند",مهندسی مطلب عارفان,https://karboom.io/jobs/wzbzqo/%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D9%81%D8%AA%D8%B1,,karboom,امروز,تهران
استخدام کارشناس شبکه های اجتماعی,توانایی تولید محتوابررسی و مطالعه ترندهاآشنائی با مفاهیم کپی رایتینگبنچ مارک بیزینس‌های مرتبط در سوشال مدیاتسلط بر ویدئو مارکتینگ و تولید خروجی ‌های آموزشی از طریق ویدئوپاسخگوئی به سوالات در شبکه های اجتماعیتسلط بر هشتگ گذاری و آنالیز آنها,هیتکو,https://karboom.io/jobs/rdaykz/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B4%D8%A8%DA%A9%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,,karboom,امروز,تهران
استخدام مدیر فروش به پخش های سراسری دارویی,1- ارتباط با شرکتهای پخش سراسری دارویی2- مدیریت فروش و موجودی شعب پخش3- ارتباط موثر با پخش و ارائه راهکار جهت افزایش فروش4- ارتباط با واحد بازرگانی و فروش پخش در دفتر مرکزی5- مراجعات مستمر به شعب پخش تهران و شهرستان6- رابط تیم مارکتینگ و پخش,هیتکو,https://karboom.io/jobs/rjlqxa/%D9%85%D8%AF%DB%8C%D8%B1-%D9%81%D8%B1%D9%88%D8%B4-%D8%A8%D9%87-%D9%BE%D8%AE%D8%B4-%D9%87%D8%A7%DB%8C-%D8%B3%D8%B1%D8%A7%D8%B3%D8%B1%DB%8C-%D8%AF%D8%A7%D8%B1%D9%88%DB%8C%DB%8C,,karboom,امروز,تهران
استخدام مدیر مشتریان کلیدی ( زمینه دارو مکمل),1- راه اندازی تیم فارماپ جهت ویزیت داروخانه kol2- مذاکره و اخذ سفارش مستقیم از داروخانه های kol3- آشنایی با داروخانه های مهم استان تهران و شهرستان4- انجام فعالیتهای مارکتینگی در محیط داروخانه ها5- درک کامل نیاز مشتریان کلیدی و برقراری ارتباط سازنده,هیتکو,https://karboom.io/jobs/wvkdpn/%D9%85%D8%AF%DB%8C%D8%B1-%D9%85%D8%B4%D8%AA%D8%B1%DB%8C%D8%A7%D9%86-%DA%A9%D9%84%DB%8C%D8%AF%DB%8C-%D8%B2%D9%85%DB%8C%D9%86%D9%87-%D8%AF%D8%A7%D8%B1%D9%88-%D9%85%DA%A9%D9%85%D9%84,,karboom,امروز,تهران
استخدام کارشناس بازرگانی خارجی (حوزه تجهیزات پزشکی),"حداقل سه سال سابقه کاری مفیدتسلط کامل به فرآیند خرید خارجی (ثبت سفارش ، ثبت و دریافت مجوزهای لازم،تخصیص ارز و حواله)تسلط کامل به فرآیندهای ثبت نمایندگی ، ثبت کالا و اخذ IRC و ...تسلط کامل بر سامانه‌های imed ,TTac, ثبت توزیع و جامع تجارت و انبار و ....آشنایی با روند بازرسی و استاندارد اجباریآشنا با رویه‌های حمل و نقل و ترخیص کالا",هیتکو,https://karboom.io/jobs/rmploy/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%AD%D9%88%D8%B2%D9%87-%D8%AA%D8%AC%D9%87%DB%8C%D8%B2%D8%A7%D8%AA-%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C,,karboom,امروز,تهران
استخدام مالک محصول (Product Owner),,گراف,https://karboom.io/jobs/wealqp/%D9%85%D8%A7%D9%84%DA%A9-%D9%85%D8%AD%D8%B5%D9%88%D9%84-product-owner,,karboom,امروز,تهران
استخدام مشاوره پوست و مو,حضور در داروخانه و گالری های لوازم آرایشی به منظور ارائه مشاوره در رابطه با محصولات شرکت,هیتکو,https://karboom.io/jobs/wbavqm/%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D9%87-%D9%BE%D9%88%D8%B3%D8%AA-%D9%88-%D9%85%D9%88,,karboom,امروز,تهران
